exp,file_num,t_entry,t_out,in_tunnel,motion_pre,motion_pre_max,still_frac,motion_post,arrival_calls,arrival_rate
493,13,51.2291,51.9,0.670899999999996,0.0174939597315436,0.0629666666666666,0.2214765100671141,0.025428813559322,6,2.4
493,13,95.4338,96.0,0.5661999999999949,0.0246876957494407,0.0548333333333333,0.0201342281879194,0.044812429378531,4,1.6
493,13,182.2509,183.1,0.8490999999999929,0.0050165548098434,0.0192333333333333,0.5234899328859061,0.0181011299435028,2,0.8
493,13,189.2643,190.3333,1.0690000000000168,0.0077751677852349,0.0285,0.4228187919463087,0.0234666666666666,2,0.8
493,13,215.3264,222.3,6.973600000000005,0.0068458612975391,0.0520333333333333,0.5973154362416108,0.0217723163841807,0,0.0
493,13,298.598,299.3,0.7019999999999982,0.0013572706935123,0.0112,0.9463087248322148,0.0230197740112994,6,2.4
493,13,338.6574,341.0667,2.40930000000003,0.0129366890380313,0.0560333333333333,0.3288590604026846,0.0352163841807909,1,0.4
493,14,55.11,55.7,0.5900000000000034,0.0027753914988814,0.0185333333333333,0.8389261744966443,0.0231005649717514,0,0.0
493,14,125.7895,126.5333,0.7437999999999931,0.0098872483221476,0.0329,0.2751677852348993,0.0275463276836158,4,1.6
493,14,201.8478,203.8,1.9522000000000048,0.0198881431767337,0.0493333333333333,0.0604026845637583,0.051676836158192,8,3.2
493,15,58.8494,59.3667,0.5172999999999988,0.0065375838926174,0.0208,0.4563758389261745,0.0263870056497175,2,0.8
493,15,118.2102,118.8333,0.6230999999999938,0.0187131991051454,0.0574,0.0134228187919463,0.0312887005649717,4,1.6
493,15,174.5788,175.0333,0.4544999999999959,0.0086595078299776,0.0340333333333333,0.5369127516778524,0.0222293785310734,1,0.4
493,15,188.2174,188.8333,0.6159000000000106,0.0070680089485458,0.0256,0.3758389261744966,0.0326101694915254,0,0.0
493,15,198.0223,198.6,0.577699999999993,0.0016648769574944,0.0077666666666666,0.9194630872483222,0.0254412429378531,0,0.0
493,15,228.6399,229.3333,0.6933999999999969,0.001507158836689,0.0078333333333333,0.9798657718120806,0.0288011299435028,6,2.4
493,15,239.1699,239.8,0.6300999999999988,0.0008809843400447,0.0054,0.9798657718120806,0.0270966101694915,0,0.0
493,15,275.0213,275.8,0.7787000000000148,0.0041787472035794,0.0153,0.7315436241610739,0.0165598870056497,0,0.0
493,15,319.6145,320.2667,0.6521999999999935,0.0149255033557046,0.0847333333333333,0.1610738255033557,0.0386983050847457,0,0.0
493,15,336.3404,337.2,0.8596000000000004,0.0054489932885906,0.0201333333333333,0.5503355704697986,0.0232615819209039,2,0.8
